id,ad_content
f390f522-ac0e-52c4-9ca2-ae797ea0e9b7/a6,"7. Bey H. Iselin-Reichenstein in klein Basel: 3 gute Bockten, in Eisen gebunden, wie auch eine Parthie noch brauchbare Faßdaugen, und eine große Spindel sammt Mutter, zu einer Baumtrotte; auch mehrere große Vitriolflaschen in Körben, lange runde Eichen, zu KellerGeliegern dienlich, und 2 MalboroughWagen, der eine 3und der andere 4spännig; alles um billigen Preis."
f390f522-ac0e-52c4-9ca2-ae797ea0e9b7/a7,"28. Das Haus No. 396 in kl. Basel, mit 4 Stuben, Küche und Kammern, nebst einem der besten Keller mit 400 Saum Faß, in Eisen gebunden; die Losamenter verinteressiren bereits das Kapital, so daß der Keller und die Fässer frey sind."
f390f522-ac0e-52c4-9ca2-ae797ea0e9b7/a8,"29. Aus einem Partikularkeller wäre ein Faß besten 1825r Wein von 16 Saum zu haben, auch würde man nur 8 à 10 Saum davon geben, um sehr biligen Preis; ferner circa 4 Saum guten alten rothen Landwein und noch etwas ächten Mayspracher 1828r, von heyden letztern nach beliebiger Quantiter; bey Weiß, Küfer, No. 555. Adelberg. "
f390f522-ac0e-52c4-9ca2-ae797ea0e9b7/a9,"30. Ein noch starkes kupfernes Kunstblech, 2 Schuh 8 Zoll lang, und ein Schifflein dazu, 4 starke Läden, 2 gute Thüren und ein großer Glaskasten, um billigen Preis."
0bbdcd62-3b90-550f-870c-fef37736f330/a0,"64. Beste eingesottene Butter ist Pfundu. Kübelweis zu haben bey Emanuel Christen, No. 849 an der Thorsteinen."
0bbdcd62-3b90-550f-870c-fef37736f330/a1,"65. Eine neue große Kunstwand, um bil-"
0bbdcd62-3b90-550f-870c-fef37736f330/a10,"4. Unterzeichneter macht hiemit E. E. Publikum und insbesondere seinen werthen Mitbürgern bekannt, daß er jederZeit alte brauchbare und unbrauchbare eichene Fässer, swelche er bis dato, wenn er deren bedurfte, von auswärtigen Juden auf hiesigem Platz erkaufen mußte,) nach Werth und Gehalt kauft und bezahlt. F. G. Mende, Kübler, in No. 543 auf dem St. Andreas-Platz"
0bbdcd62-3b90-550f-870c-fef37736f330/a11,6. Eine leichte noch in gutem Stande befindliche Jagdflinte; in No. 106 vor dem Spahlenthor.
0bbdcd62-3b90-550f-870c-fef37736f330/a12,"6. Ein eisenes Kanonenöfelein ohne Rohr; in No. 191 am Herbergsberg, bey Pest,"
0bbdcd62-3b90-550f-870c-fef37736f330/a13,"7. Brauchbare alte Oefen, Thüren und"
0bbdcd62-3b90-550f-870c-fef37736f330/a14,"8. Ein kurzer Infanterie-Offiziers-Säbel, mit gelbem Griff und schwarzer"
0bbdcd62-3b90-550f-870c-fef37736f330/a15,9. In No. 1213 wird ein neues ovales Faß
0bbdcd62-3b90-550f-870c-fef37736f330/a16,"10. Sollte Jemand ein noch in gutem Stand sich befindendes Ruhbett zu verkaufen haben, wenn auch nach alter Art, so beliebe man solches im Berichthaus annzeigen."
0bbdcd62-3b90-550f-870c-fef37736f330/a17,11. Eine noch gute Hobelbank mittlerer Größe; in No. 1556 bey der Post.
0bbdcd62-3b90-550f-870c-fef37736f330/a18,12. Ein noch in gutem Stand befindliches Fliegenhäuschen.
0bbdcd62-3b90-550f-870c-fef37736f330/a19,"13. Ein in gutem Stand befindliches ovales Faß, 7 à 8 Saum haltend, in No. 1324 zu erfragen."
0bbdcd62-3b90-550f-870c-fef37736f330/a2,"66. Zwey so viel als neue eichene Bokten, circa 22 Saum haltend, in No. 39 vor"
0bbdcd62-3b90-550f-870c-fef37736f330/a20,14. Ein noch in ganz gutem Stand besindlicher Schraubstock v. 30 à 35 Gewicht.
0bbdcd62-3b90-550f-870c-fef37736f330/a21,15. Zwey noch in gutem Stand befindliche Kachelöfen. Die Addressen im Berichthaus abzugeben.
0bbdcd62-3b90-550f-870c-fef37736f330/a22,"6. In No. 1556 an der Brodlaube: 500 Bodenplättlein, 6 à 7 Zoll ins Quadrat, die noch zum Mauern brauchbar sind."
0bbdcd62-3b90-550f-870c-fef37736f330/a23,"17. Ein guter Laden-Corpus mit Schubladen, von mittlerer Größe, möglichst bilig."
0bbdcd62-3b90-550f-870c-fef37736f330/a24,18. Eine noch in gutem Stande befindliche Guittare.
0bbdcd62-3b90-550f-870c-fef37736f330/a25,"1. In No. 1158: 2 heizbare Zimmer nebst Küche auf einem Boden, Brunnen im Haus, nebst andern Bequemlichkeiten."
0bbdcd62-3b90-550f-870c-fef37736f330/a26,2. An einer angenehmen Lage der Stadt: Ein Haus entweder zu verleihen oder zu verkaufen.
0bbdcd62-3b90-550f-870c-fef37736f330/a27,"3. In No. 324 im Badergäßlein, kl. Basel: Ein gewölbter Keller zu circa 60 Saum"
0bbdcd62-3b90-550f-870c-fef37736f330/a28,"4. Bey der Rheinbrucke, Rheinseits: Ein ehr schönes möblirtes Zimmer."
0bbdcd62-3b90-550f-870c-fef37736f330/a29,"5. In Mitte der Stadt: Ein schönes Losament von mehrern Zimmern, an honnete Leute, auf Herbstfronfasten."
0bbdcd62-3b90-550f-870c-fef37736f330/a3,67. Drey in Eisen gebundene Führlinge und ein Wasserfaß; in No. 522 auf dem Adelberg.
0bbdcd62-3b90-550f-870c-fef37736f330/a30,"6. Bey Frau Locher, in No. 494 am Spahlenberg: Ein helles Losament ebnen Fußes , für eine einzelne ehrbare Person, sogleich oder auf Weihnachtfronfasten zu beziehen. Auch ist ein gutes Stücklein Faß, 3 1/2 Saum und etliche Maas haltend, nebst 2 Pièces, jede 11/2 Saum und etliche Maas haltend, um billigen Preis zu haben."
0bbdcd62-3b90-550f-870c-fef37736f330/a31,"7. In No. 213 an der Greiffengasse in kl. Basel: Ein Losament von einer Stube und 2 Kammern, an ehrbare Leute, auf Herbstfronfasten."
0bbdcd62-3b90-550f-870c-fef37736f330/a32,"8. In No. 791 in der vordern SteinenVorstadt: Ein schönes Zimmer und Rebenzimmer, mit oder ohne Möbekn, an einen oder 2 Herren, sogleich zu beziehen."
0bbdcd62-3b90-550f-870c-fef37736f330/a33,"9. In No. 700 am Leonhardsberg: Ein möblirtes Zimmer ebner Erde, und eine Kammer mit 2 Betten, mit oder ohne Kost."
0bbdcd62-3b90-550f-870c-fef37736f330/a34,"10. In No. 138 auf dem Fischmarkt: Ein Losament von 5 heizbaren Zimmern, auf Weihnachtfronfasten."
0bbdcd62-3b90-550f-870c-fef37736f330/a35,"11. In No. 158 an der Rebgasse: Ein Losament eine Stege hoch, von Stube, Küche, Kammer, Sommerhaus, Platz zu Holz und im Keller, an rechtschaffene Leute ohne Kinder, auf nächstkünftige Fronfasten."
0bbdcd62-3b90-550f-870c-fef37736f330/a36,"12. In No. 299 an der Webergasse: Ein schönes helles Losament ein Stock hoch, von 2 Zimmern und Niches, heller Küche und was der Augenschein weiter zeigen wird, an honnete Leute, auf Herbstoder Weihnachtfronfasten zu beziehen. Ebendaselbst ein möblirtes Zimmer an einen Herrn, sogleich zu beziehen."
0bbdcd62-3b90-550f-870c-fef37736f330/a37,"13. Der Eigenthümer des theils auf dem Heuberg, theils am Leonhardsgraben liegenden Hauses No. 397 ist nun Willens, dasselhe sammthoft an rechtschaffene Leute ohne kleine Kinder zu verlehnen. Das Nähere ist in No. 734 auf dem Barfüßerplatz zu vernehmen."
0bbdcd62-3b90-550f-870c-fef37736f330/a38,"14. Ein in der hiesigen Stadt sehr angenehm gelegenes Haus. Dasselbe enthält außer den erforderlichen Kammern und andern Einrichtungen 6 heizbare Zimmer, die sich alle in dem besten Zustande befinden. Hinter dem Hause ist ein Hof mit Waschküche und Holzschopf. Ist sich zu melden in No. 886, Klosterberg."
0bbdcd62-3b90-550f-870c-fef37736f330/a39,15. Eine gut gelegene frequentirte Wirthschaft sammt Wirthschaftsgeräth und Faß im Keller.
0bbdcd62-3b90-550f-870c-fef37736f330/a4,"68. Ein Paar Haard-Pferde, von der beßten und größten Race, sechsjährige Hellbraunen."
0bbdcd62-3b90-550f-870c-fef37736f330/a40,16. In der Rähe des Blumenplatzes: Ein kleiner Laden und auf Verlangen ein Losament dazu mit allen Bequemlichkeiten.
0bbdcd62-3b90-550f-870c-fef37736f330/a41,"17. In No. 31, St. Johann -Vorstadt, Rheinseits: Mehrere ganz neue Zimmer mit Kost, sogleich zu beziehen."
0bbdcd62-3b90-550f-870c-fef37736f330/a42,"18. Plusieurs chambres garnies se trouvent à louer de suite, de même la pension au No. 31, fauxbourg St. Jean, coté du Rhin."
0bbdcd62-3b90-550f-870c-fef37736f330/a43,"19. Das geräumige Haus No. 239 zu St. Peter, von 4 heizbaren Zimmern, Keller, Höflein und was der Augenschein weiter zeigen wird, auf Weibnachtfronfasten; für nähere Auskunft beliebe man sich im Hause selbst zu melden."
0bbdcd62-3b90-550f-870c-fef37736f330/a44,"20. In No. 202 im Spiegelgäßlein: Ein helles Losament zwey Stegen hoch, von Stube und Nebenstube, an Leute ohne Kinder, sogleich oder auf Herbstfronfasten zu beziehen."
0bbdcd62-3b90-550f-870c-fef37736f330/a45,"21. In No. 35, St. Johann-Vorstadt: Ein Losament von 6 Zimmern, einer Küche, 2 Kammern, Platz zu Holz und im Keller, kann in einigen Wochen bezogen werden; ist sich bey Ulrich Frey, Schreiner, zu melden."
0bbdcd62-3b90-550f-870c-fef37736f330/a46,22. In No. 352 in der Spahlen-Vorstadt ist ein Losament auf Herbstfronfasten zu hen. be
0bbdcd62-3b90-550f-870c-fef37736f330/a47,"23. In No. 1638 an der unt. Freyenstraße ist eine möblirte Stube mit Alekoven, an 1 oder 2 Herren oder für eine kleine Haushaltung; noch eine Stube, Küche und ein Kämmerlein, alles auf einem Boden, sogleich oder auf künftige Fronfasten zu beziehen."
0bbdcd62-3b90-550f-870c-fef37736f330/a5,"69. Ein so viel als neuer Kunstofen oder Kunstwand, um billigen Preis."
0bbdcd62-3b90-550f-870c-fef37736f330/a6,"70. Zwey in sehr gutem Stand sich befindende Faß, jedes ungefähr 45 Saum haltend; in No. 1364 zu erfragen."
0bbdcd62-3b90-550f-870c-fef37736f330/a7,"1. Etliche Obligationen auf den hohen Stand Basel, im Betrag von Fr. 250 oder auch Fr. 500 de Suisse; in No. 1457."
0bbdcd62-3b90-550f-870c-fef37736f330/a8,"2. Ein noch gutes Klavier neuerer Art, sollte es auch ein Wiener Flügel seyn. Die Personen welche von einem dieser Arten verfügen wollen sind ersucht, dasselbe im Wochenblatt anzuzeigen."
0bbdcd62-3b90-550f-870c-fef37736f330/a9,"3. Altes, gegossenes und gefochtenes Zentner-Gewicht."
2e8c644a-0945-581b-a889-6f5b444ef579/a0,"2. Nächstkünftigen Dienstag den 9. Sept. 1834, Nachmittags um 1 Uhr, wird. man in No. 288 in der Spahlen-Vorstadt gegen baare Bezahlung freywillig versteigern: Allerhand Zinngeschirr, 2 kupferne Züber, Eisen-, Fayenceund Erdengeschirr, Bettwerk, Leinenplunder, 6 gepolsterte Sessel nebst dito Fauteuil, Jonc-Sessel, nußbaumene Lehnenstühle, eine Kommode mit Aufsatz, ein Glaskasten, 1thürige Kästen, Bettstätten, ein Berner-Spinnrad, eine gute Pendule, ein großer Spiegel, eine Parthie Bücher, und anderes mehr."
2e8c644a-0945-581b-a889-6f5b444ef579/a1,"3. Mittwochs den 10. Sept. 1834. und folgende Tage werden auf E. E. Zunft zu Schmieden zur gewöhnlichen Gantzeit gegen baare Bezahlung folgende Waaren gerichtlich versteigert werden. Gemalte Oberländer Holzarbeiten, als Cassetten, Schreibzeuge, Bonbonnières, Serviette-Schieber u. s. w. Geschnitzte Oberländer Holzwaaren, als Obstund Arbeitskörbe, Blumen-Vasen, Cassetten, Haselnußkracher, Bestecke, Falzmesser u. a. dgl. Glatte Holzarbeiten zum Decalquiren, als Cassettlein, Spiel-Boites, Brieftäschlein, Serviette-Ringe, Arbeitskörblein u. s. w. Gemshornarbeiten, als Pulverhörner u. s. w. Criskalund Serpentin-Waaren, als Petschafte. Ohrgebänge, Schreibzeuge u. s. w. Berner Puppen und andere. Parfumerie-Paaren, als Eau de Cologne, Seife u. s. w. Porzellanene und hölzerne Pfeifenköpfe, Pfeifenrohre, Spitzen u. s. w. Verschiedene Arten von Dosen. Pariser Biyouterie-Paaren, als Cemture-Schnallen, Bracelets, Fingerringe, Steckgufen, Fingerhüte, Haarnadeln, Violinund andere Saiten, Nadelbuchslein ꝛc. ꝛc. Aller Sorten Bürstenwaaren. Feine, mittelfeine und ord. Blumen. Aller Sorten Fournituren zu Verfertigung von Blumen. Ladengeräthschaften: 2 große Glaskästen mit Schiebladen, etliche kleine zum Aushängen, eine neue Waage mit eisernen Schalen. Sodann ferner allerhand Hausrath, Bettwerk, Leinenzeug, Hölzenwerk, Zinn, Eher, Kupfer und anderes dergleichen mehr. Gerichtschreiberey Basel."
2e8c644a-0945-581b-a889-6f5b444ef579/a10,"3. Eine Tuch-Presse in brauchbarem Zustande; eine Fabrik-Glocke von 15 bis 20 Pfund, in No. 1309"
2e8c644a-0945-581b-a889-6f5b444ef579/a11,"4. Gute brauchbare runde Fässer, 50 bis 60 Saum haltend, leidet aber keinen Verzug."
2e8c644a-0945-581b-a889-6f5b444ef579/a12,Ausleiben: Zu 1. In No. 522 auf dem Adelberg: Ein ewölbter Keller ohne Faß.
2e8c644a-0945-581b-a889-6f5b444ef579/a13,2. In No. 1309 sind für eine honnete Familie 2 Zimmer nebst Küche und Keller. sogleich zu beziehen.
2e8c644a-0945-581b-a889-6f5b444ef579/a14,"3 1. Ein Mann, der mehrere Jahre Buchhalter war, auch verschiedene andere Geschäfte besorgte, Aufseher in Fabriken war und gute Zeugnisse aufweisen kann, wünscht Anstellung zu erhalten."
2e8c644a-0945-581b-a889-6f5b444ef579/a15,"1. Dienstags den 2. September, Nachmittags, ist von der Wiesenbrücke bis an den St. Alban-Graben ein gelber tüchener Kaput mit fünffachem Kragen verloren worden; der ehrliche Finder ist ersucht, ihn gegen ein Trinkgeld an das St. Alban-Thor zu bringen."
2e8c644a-0945-581b-a889-6f5b444ef579/a16,"1. Die resp. Innhaber der restirenden 148 Aktien des zweiten Anleihens löbl. Standes Uri von 1828, so wie diejenigen der 80 Aktien des Supplementar-Anleihens vom Jahr 1830, deren Zinse den 1. dieses Monats verfallen sind, endlich die Besitzer der durch das Loos zur Rückzahlung bestimmten Aktien N. 12. 13. 16. 100. 106. 121. 140. 144. des ersten Anleihens vom Jahr 1819. belieben, und zwar Erstere die Zinse gegen Vorweisung der Aktien, Letztere Kapital und Zins seit Ende July gegen Aushändigung derselben, von Montag den 8. dieses an bey Unterzeichnetem beziehen zu lassen. Basel, den 2. September 1834. Eml. La Roche, Sohn."
2e8c644a-0945-581b-a889-6f5b444ef579/a17,"Den 10. August in Kleinhüningen: Herr Lukas Keller, mit ungfrau Kathr. Hosch; beyde von Basel."
2e8c644a-0945-581b-a889-6f5b444ef579/a18,"Den 18. dito ebendaselbst: fakob Jenny, von Langenbruck im Kanton Basel-Landschaft, mit Rosina Ursula Giezentanner, von Wattwil im Kant. St. Gallen; beyde wohnhaft in Basel, St. Peters-Gemeinde."
2e8c644a-0945-581b-a889-6f5b444ef579/a19,"Den 19. dito ebendaselbst: Herr Joh. Georg Heckendorn, von Langenbruck, mit Jungfrau Amalie Louise Jrion, v. Karlsruhe im Großh. Baden; beyde wohnhaft in Basel, St. Peters-Gemeinde."
2e8c644a-0945-581b-a889-6f5b444ef579/a2,"4. Amtliche Versteigerung. Donnerstags den 25. Septemb. 1834, Morgens um 10 Uhr, wird in dem Gerichtssaale des Bezirks Basel unter den gewöhnlichen vor der Gant zu eröffnenden Bedingnissen gerichtlich versteigert werden: Die in die Fallimentsmasse von J. . Wick, dem Bürger allhier, gehörige Gastwirthsbehausung und Hofstatt, zum Engel genannt, mit dem Tavernenrecht, so wie solches bis dahin besessen u. benutzt worden, zwey Stallungen, Abwasser von dem Spahlen-Brunnen, großer Garten hinter dem Haus, nebst übriger Zugehörde, Recht und Gerechtsame, mit No. 353 bezeichnet, in mehrerer Stadt, in der Spahlen-Vorstadt, einseits neben Ignaz Döbelins Erben zur Kanne, anderseits neben Herrn Henz sel., des Bäckers, Erben, vorne auf die Straße und hinten mit dem Garten auf die Stadtringmauer stoßend. Wegen Besichtigung dieser Liegenschaft beliebe man sich in der Behausung selbst anzumelden. Gerichtschreiberey Basel."
2e8c644a-0945-581b-a889-6f5b444ef579/a20,"Dito ebendaselbst: Herr Johann Jakob Weber, von Kleinhüningen, mit Jungfrau Emilia Rosina Engel, von Basel."
2e8c644a-0945-581b-a889-6f5b444ef579/a3,1. 15 bis 20 Klafter Tannenholz; einige Fabrik-Oefen und dazu gehörige Rohre; in No. 1309.
2e8c644a-0945-581b-a889-6f5b444ef579/a4,"2. Zwey Flöten u. eine vortreffliche Guittare, um billigen Preis."
2e8c644a-0945-581b-a889-6f5b444ef579/a5,"3. Eine so viel als neue Fentill-Trompete, in No. 452 beym Spahlen-Schwlbogen."
2e8c644a-0945-581b-a889-6f5b444ef579/a6,"4. Ein ovales 18 Saum haltendes Faß, welches dermalen noch gefüllt ist, und ein rundes von 6 1/2 Saum, wegen Verände. rung des Kellers, um billigen Preis; so wie auch eine kleine Presse mit eiserner Spindel, auch zum Gebrauch einer Handerichtet."
2e8c644a-0945-581b-a889-6f5b444ef579/a7,"5. Eine Behausung in Mitte der Stadt, welche sich zu jedem Gewerb und vorzüglich für eine Wirthschaft oder eine Metzgerey eignet und in welcher 3 gewölbte Keller sind, ist aus freyer Hand unter vortheilhaften Bedingnissen zu verkaufen."
2e8c644a-0945-581b-a889-6f5b444ef579/a8,Zu 1. Eine oder zwey noch in gutem Stande Brennöl.
2e8c644a-0945-581b-a889-6f5b444ef579/a9,"2. Eine hiesige Herrschaft wünscht an einer gesunden und stillen Lage dieser Stadt ein Haus zu kaufen, bestehend in circa 6 Zimmern, mehrern Kammern, einer Küche, einem Keller und übrigen Bequemlichkeiten, nebst einem Hof und Garten, wo möglich mit einem Brunnen versehen, auch Remise und Stallung. Wegen näherer Auskunft beliebe man sich an Friedrich Hosch, in No. 1068 am Bäumlein, zu wenden."
6833597f-2227-503a-91d3-fd5a06d02022/a0,"47. ie de lage von Platina-Zundmaschinen. Ich habe das Vergnügen, einem verehrlichen hiesigen und auswärtigen Publikum die ergebenste Anzeige zu machen, daß einer der vorzüglichsten Mechaniker Sachsens bey mir ein Commissions-Lager seiner Platina-Fündmaschinen errichtet hat, deren Eigenschaft, durch den blosen Druck eines kleinen Hebels augenblicklich u. zuverläßlich ein helles u. nach Belieben anhaltendes Flammchen zu erzeugen, ihnen bey Jedermann, welcher sich ihrer noch bedient, die vollkommenste Anerkennung eines besonders empfehlenswerthen Feuerzeuges erworben hat. Diese Zündmaschinen zeichnen sich durch solide und schöne Arbeit aufs vortheilhafteste aus; für ihre Probhaltigkeit wird durch die erste unentgeldliche Füllung garantirt. Die Elegan; der feinern Sorten eignen sie sehr passend zu kleinen Luxus-Meubles und daher für Geschenke bey festlichen Anläßen, wo hingegen die einfachern Gattungen für Bureaux, Wirthschaftszimmer und Küchen eben so gute als ökonomisch-nützliche Dienste leisten. Zur Beförderung des Absatzes, sind die Preise mit möglichster Billigkeit berechnet, und für die verschiedenen Sorten folgendermaßen bestimmt worden: Zündmaschinen in Behältern von einfachem Glas, zu 4 1/2 bis 6 Fr. von geschliffenen und bunten Gläsern, zu 5 bis 8 Fr. von Facon Christallgläsern in Vasen, Tonnen und andern Formen, mit Fußgestell u. Schublädchen, zu 6 bis 9 Fr. von Milchglas mit Goldverzierung und Fußgestell ꝛc., zu 12 bis 14 Fr. von einfach lakirtem Holz mit Fußgestell ꝛc., zu 8 Fr. von Mabagoni mit Verzierungen ꝛc., zu 9 Fr. von Holz, lithogr., zu 11 1/2 bis 13 Fr. von Mabagoni mit Lämpchen, welche sich von selbst entzünden, zu 14 Fr. in Blechgehäusen mit Kupfern, zu 15 bis 16 Fr. Die erste Füllung geschieht, wie gesagt, gratis; jedem Stück liegt die ausführliche, höchst einfache und leicht faß. liche Behandlungs-Vorschrift bey; die Füllung bedarf lange Zeit keine Erneuerung und wird begehrenden Falls jedes folgende Mal gegen eine Vergutung von 12 Kreuzer besorgt. Es wird übrigens Jedermann zu beliebiger Einsicht höflichst eingeladen. Ich besitze dann ferners die Niederlage des berühmten Adlerischen Schnell-Dinten-Pulvers, welches in Päckchen von 1, 1/2, 1/2 lt zu 3 fl. das lb, und auch noch in kleinern Portionen zu haben ist, mit welchem ich mich dem gesammten Publikum ebenfalls bestens empfehle. Das gibt beim Aufschütten des vorgeschriebenen Quantums Wasser augenblicklich 10 Maas gute Dinte und so die kleinern Paquets im Verhältniß. Briefe von auswärts werden franko erbeten. Meine übrigen Commissions-Lager von weißen Waaren, von Leinwand und Biber, von Packund Wachstuch, lletzteres in ganz gemeinen Pack-Wachstüchern bis zu den feinsten Qualitäten für MeublesUeberzüge ꝛc.), von Waldhaär, dann von musikalischen Instrumenten und andern Artikeln mehr, rufe ich gleichfalls in gütige Erinnerung zurück und benütze diesen Anlaß, um mein Etablissemen allen respektiven Fabriken, Kaufleuten und Künstlern des Inund Ausländes, welche geneigt wären, mir von ihren Erzeugnissen in Commission zu senden, unter Zusicherung der gewissenhaftesten Bedienung angelegentlichst zu empfehlen. J. Huber-Schmitter, an der Eisengasse in Basel"
6833597f-2227-503a-91d3-fd5a06d02022/a1,"48. Ein sehr wohlkonditionirter WaarenKorpus mit 23 Schubladen, in Commission. Zu erfragen in No. 1180 an der Freyenstraße"
6833597f-2227-503a-91d3-fd5a06d02022/a10,"57. Bey Riedtmann-Oppermann, Bierbrauer, in No. 34 an der Rheingasse, ist guter alter und neuer Wein, die alte Maas à 2, 3 u. 4 Btz., DappelkümmelBranntwein à 12 Btz., Anisette u. Rußwasser à 14 Btz. zu haben."
6833597f-2227-503a-91d3-fd5a06d02022/a11,"58. Zwey gute Fässer, eines von 26 und eines von 10 Saum; zu erfragen bey David, No. 410 am Trillengäßlein."
6833597f-2227-503a-91d3-fd5a06d02022/a12,"59. Drey so viel als neue ovale Fässer von 9, 9 1/2 und 12 1/2 Saum; zu erfragen in No. 1378 am Bäumlein."
6833597f-2227-503a-91d3-fd5a06d02022/a13,"60. Sechs starke Packkisten, zusammengenommen à Fr. 6."
6833597f-2227-503a-91d3-fd5a06d02022/a14,"61. Eine Parthie Bauchgeschirr, worunter eine Bütte mit eisernen Reifen; in No. 153 auf dem Fischmarkt."
6833597f-2227-503a-91d3-fd5a06d02022/a15,62. Ein noch stehender Kachel-Ofen mit Kunstwand; in No. 166. Rebgasse.
6833597f-2227-503a-91d3-fd5a06d02022/a16,"63. Ein alter runder seegrüner Ofen sammt Fuß, um billigen Preis; in No. 12 an der Rheingasse."
6833597f-2227-503a-91d3-fd5a06d02022/a2,"49. Bey Theresia Schneylen, in Schlierbach, Canton Landser, im Ober-Elsaß, sind zu haben: Zwey gute brauchbare Fässer, das eine hält 50 Saum und ist 7 Schuh 8 Zoll lang und 6 Schuh 8 Zöll hoch, mit 10 eisernen Reifen; das andere hält 40 Saum und ist 7 Schuh 3 Zoll lang und 5 Schuh 10 Zoll hoch, mit 8 eisernen Reifen."
6833597f-2227-503a-91d3-fd5a06d02022/a3,"50. Chez Marianne Serini est arrivé un nouvel assortiment de Lacets de toutes couleurs et principalement en 'or et argent pour bourses. De même que des tours de cheveux, assortissans aux petits chapeaux actuellement de mode."
6833597f-2227-503a-91d3-fd5a06d02022/a4,"51. Ein Stück Land von ungefähr 2 Jucharten, worunter ein Viertel Reben mit dem von Gott gegebenen schönen Herbst. Segen und einem darauf stehenden gemauerten Häuslein nebst Bokten und Tretgeschirr, nahe bey St. Jakob."
6833597f-2227-503a-91d3-fd5a06d02022/a5,"52. Vier neue weingrüne Fässer, 5, 6, 10 u. 11 Saum, zwey alte, 5 u. 10 Saum haltend; auch könnten auf Bestellung noch 2 Fässer von sehr schönem Holz, jedes zu etlichen u. 30 Saum, gemacht werden bey Abraham Euler, Küfer"
6833597f-2227-503a-91d3-fd5a06d02022/a6,"53. Vom 27. August an kann man bey Leonhard Schaub, Ziegler, beym Riehenthor, Backensteine, Ziegel und Kalk haben."
6833597f-2227-503a-91d3-fd5a06d02022/a7,"54. Bey C. F. Spittler, im obern Fälkli, ist erschienen: Apokalyptisches Wörterbuch, brauchbar als ein Schlüssel zur Eröffnung der geheimen Winke, die in der Offenbarung Jesu Christi enthalten sind. Vom Verfasser der Blicke in die Offenbarung. Preis 20 Btz. Bahnmaier, J. F., Gebete für christliche Familien und Erziehungs-Anstalten, mit Morgenund Abendliedern. Zum Besten einer Armen-Anstalt in Kirchheim. Preis 9 Btz. Worte des Friedens in einer unfriedlichen Zeit. Preis 6 Krz. Die Lehre der heiligen Schrift von der Bestimmung des Volkes Israel, nach dem Französischen des Hrn. C. E. F. Moulinié, bearbeitet von J. F. v. M. Ceyer) 7 Btz. Züge aus dem Leben des schottischen Erzbischof Robert Leighton, mit dessen Bildniß. 7 Btz."
6833597f-2227-503a-91d3-fd5a06d02022/a8,"55. Wittwe Jaillet, No. 504 auf dem Adelberg, hat wieder eine schöne Auswahl in folgenden Artikeln erhalten; Weiße und farbige Sommer-Cravattes. Dergleichen in schwarzseidenen Stoffen, mit und ohne Falten. Hemdenkrägen und Hemdenknöpfchen. Calottes oder griechische Käppchen in einem ganz neuen Stoffe. Womit sie sich E. E. Publikum unter Zusicherung billiger Preise höflichst empfiehlt."
6833597f-2227-503a-91d3-fd5a06d02022/a9,"56. Den geehrten Schnupftabak-Liebhabern wird hiemit angezeigt, daß von dem veritabeln Doppelmops in Bley wieder eine frische Sendung eingetroffen und derselbe zu 5 Btz. das 1/2 St in No. 504 auf dem Adelberg zu haben ist."
a2689619-0b96-54ad-9635-a11d2d04954f/a0,"23. Joh. Jakob Weiß in Ro. 1153 an der obern Gerbergasse, in Basel, nimmt die Freybeit, E. E. Publikum in Hinsicht seines schon viele Jahre getriebenen und immer mit gutem Erfolg gekrönten Gewerbes, frischerdings zu benachrichtigen und in gefällige Erinnerung zu bringen: 1. Daß er sich, wie bisher, noch immer mit Kaufen und Verkaufen von Häusern und Landgütern befaßt, und wirklich eine schöne bedeutende Auswahl sowohlz in der großen als kleinen Stadt und deren Bann auf seiner Liste in Auftrag hat, auch jedoch mehrere seyn werden, welche noch nicht eingeschrieben oder ihm aufträglich notirt sind, desfalls er aber geziemend ersucht, ihm selbige gefälligst mit Beschreibung der Enclos und Preise aufzugeben, so wie auch, wann große Lokalitaten oder ganze Häuser zu vermiethen sind. 2°. Daß er, wie bisher, immerfort sucht und verschafft auf solide und gute Unterpfänder oder Hypothek: aller Sorten große und kleine Geld-Anlagen oder Capitalien, auch gute Gantrödel sogleich zu versilbern, sowohl in der Stadt, dem Kanton, als auswärts. Billige Provision, exakte und geschwinde Bedienung, gewissenhafte und strenge nöthige Verchwiegenheit wird er sich immer als beilige Pflicht, als Grund in seinen Geschäften angelegen seyn lassen. Wer sich also in dem einen oder andern Falle befinden sollte, beliebe sich mit den Würdigungen, Schatzungs-Scheinen od. Aufträgen, gefälligst sogleich, schriftlich oder mündlich direkt an ihn zu wenden, und der Pünktlichkeit und Redlichkeit sich zu versichern. In der angenehmen Hoffnung eines immer zahlreicher werdenden gütigen Zuspruchs verharret Obgenannter bereitwillig und ergebenst."
a2689619-0b96-54ad-9635-a11d2d04954f/a1,"24. Ein Schuhmachermeister wünscht noch mehrere Kundenhäuser zu erhalten; da es besonders für große Haushaltungen: sehr vortheilhaft ist, so empfiehlt er sich E. E. Publikum zu geneigtem Zuspruch nd verspricht gute und saubere Arbeit."
